TI Application Number,SRP Registration Number (Transferred to TI),Program,Premise Last Name,Premise Company,Premise Installation Address (Commercial Only),Premise City,Premise                         Zip,County                      Code,PTO Date (Interconnection Date), Calculated Total System Size ,Customer Type,Interconnection,Third Party Ownership,Project Type,Subsection,EDC Program,Contractor Company,Electric Utility Name,Status,Acceptance Date,Registration Received Date,Completion           Date
NJSTRE1546616901,,Transition Incentive Program,Camp,,,Pennsville,8070,16,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,5/2/2021,9/2/2021,9/8/2022
NJSTRE1545756365,,Transition Incentive Program,Seepersad,,,Millville,8332,20,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,15/10/2020,20/10/2020,30/04/2022
NJSTRE1545637791,,Transition Incentive Program,Sutton Jr,,,Newark,7108,9,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,28/09/2020,30/09/2020,30/04/2022
NJSTRE1546616251,,Transition Incentive Program,Dubey,,,South Brunswick,8824,11,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Infinity Solar Systems,PSE&G,Accepted,5/2/2021,9/2/2021,9/8/2022
NJSTRE1546731654,,Transition Incentive Program,Ismail,,,West Orange,7052,9,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,10/3/2021,12/3/2021,12/9/2022
NJSTRE1546007173,,Transition Incentive Program,Linares,,,Woodridge,7075,7,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,10/11/2020,12/11/2020,12/5/2022
NJSTRE1545382327,NJSRRE1541791327,Transition Incentive Program,Anna,,,Hamilton Twp Mer,8609,12,,3.96,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",PSE&G,Eligible for TI Program,6/8/2019,9/8/2019,30/10/2021
NJSTRE1546557181,,Transition Incentive Program,Ingraham,,,Mystic Islands,8087,18,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,28/01/2021,1/2/2021,1/8/2022
NJSTRE1546484498,,Transition Incentive Program,Lewis,,,Sicklerville,8081,14,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,8/1/2021,11/1/2021,11/7/2022
NJSTRE1546676181,,Transition Incentive Program,Thacker,,,Toms River,8753,18,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,JCP&L,Accepted,23/02/2021,24/02/2021,24/08/2022
NJSTRE1547080091,,Transition Incentive Program,Rose,,,Piscataway,8854,11,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,"Orbit Energy & Power, LLC",PSE&G,Accepted,27/05/2021,28/05/2021,28/11/2022
NJSTRE1545764778,,Transition Incentive Program,Ballester,,,Newark,7107,9,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,16/10/2020,20/10/2020,30/04/2022
NJSTRE1546923319,,Transition Incentive Program,Lang,,,Landing,7850,3,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",JCP&L,Accepted,27/04/2021,30/04/2021,30/10/2022
NJSTRE1546771144,,Transition Incentive Program,Son,,,South Plainfield Boro,7080,11,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Tesla Energy Operations Inc.,PSE&G,Accepted,22/03/2021,24/03/2021,24/09/2022
NJSTRE1546552597,,Transition Incentive Program,Ayala,,,Pleasantville,8232,19,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,27/01/2021,29/01/2021,29/07/2022
NJSTRE1546389629,,Transition Incentive Program,Iyer,,,Toms River,8753,18,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,JCP&L,Accepted,17/12/2020,21/12/2020,21/06/2022
NJSTRE1545383172,NJSRRE1542910140,Transition Incentive Program,Jiang,,,Montgomery,8502,5,,3.96,Residential,Behind the Meter,No,Behind the Meter,,None,"Sunrun Installation Services, Inc.",PSE&G,Eligible for TI Program,4/11/2019,6/11/2019,30/10/2021
NJSTRE1545644730,,Transition Incentive Program,Gianettino,,,Freehold,7728,17,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,JCP&L,Accepted,30/09/2020,1/10/2020,30/04/2022
NJSTRE1546386957,,Transition Incentive Program,Sejour,,,Willingboro,8046,13,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,16/12/2020,18/12/2020,18/06/2022
NJSTRE1546389854,,Transition Incentive Program,Taylor,,,Camden,8103,14,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,17/12/2020,21/12/2020,21/06/2022
NJSTRE1546034025,,Transition Incentive Program,Edwin,,,Irvington,7111,9,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,12/11/2020,16/11/2020,16/05/2022
NJSTRE1545714311,,Transition Incentive Program,Patel,,,Jersey City,7036,10,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,9/10/2020,13/10/2020,30/04/2022
NJSTRE1546912078,,Transition Incentive Program,Choi,,,Fair Lawn,7410,7,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,23/04/2021,26/04/2021,26/10/2022
NJSTRE1546782398,,Transition Incentive Program,Qaisar Shaikh,,,Sayreville,8872,11,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,JCP&L,Accepted,25/03/2021,29/03/2021,29/09/2022
NJSTRE1546669490,,Transition Incentive Program,Andres,,,Oxford,7863,2,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,JCP&L,Accepted,19/02/2021,22/02/2021,22/08/2022
NJSTRE1546900709,,Transition Incentive Program,Gaye,,,Belleville,7109,9,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,19/04/2021,21/04/2021,21/10/2022
NJSTRE1546419772,,Transition Incentive Program,Cunningham,,,Atlantic City,8401,19,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,29/12/2020,4/1/2021,4/7/2022
NJSTRE1546777954,,Transition Incentive Program,Forest,,,Little Egg Harbor,8087,18,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,23/03/2021,25/03/2021,25/09/2022
NJSTRE1546642243,,Transition Incentive Program,Petit-Frere,,,Manville Boro,8835,5,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,10/2/2021,12/2/2021,12/8/2022
NJSTRE1545842926,,Transition Incentive Program,Jetter,,,Hamilton,8609,12,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,28/10/2020,30/10/2020,30/04/2022
NJSTRE1545658431,,Transition Incentive Program,Bohn,,,Bordentown,8505,13,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,2/10/2020,6/10/2020,30/04/2022
NJSTRE1546445778,,Transition Incentive Program,Ruiz,=,,Roselle,7203,10,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,6/1/2021,7/1/2021,7/7/2022
NJSTRE1546386707,,Transition Incentive Program,Skeete,,,Maplewood,7040,9,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,16/12/2020,18/12/2020,18/06/2022
NJSTRE1545718554,,Transition Incentive Program,Brand,,,South Orange,7079,9,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,12/10/2020,14/10/2020,30/04/2022
NJSTRE1545859731,,Transition Incentive Program,Ou,,,Leonia,7605,7,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,29/10/2020,4/11/2020,4/5/2022
NJSTRE1546377385,,Transition Incentive Program,Hellman,,,Montclair Twp,7042,9,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Green Power Energy,PSE&G,Accepted,15/12/2020,17/12/2020,17/06/2022
NJSTRE1545544189,,Transition Incentive Program,Bryant,,,Pennsauken,8110,14,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,2/9/2020,4/9/2020,30/04/2022
NJSTRE1546759050,,Transition Incentive Program,Luseni,,,Woodlynne,8107,14,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,17/03/2021,22/03/2021,22/09/2022
NJSTRE1547124416,,Transition Incentive Program,Salih,,,Montclair,7042,9,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,9/6/2021,11/6/2021,11/12/2022
NJSTRE1545658096,,Transition Incentive Program,Ellis,,,New Brunswick,8901,11,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,2/10/2020,6/10/2020,30/04/2022
NJSTRE1546774915,,Transition Incentive Program,Jerez,,,Camden,8105,14,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,22/03/2021,24/03/2021,24/09/2022
NJSTRE1546719604,,Transition Incentive Program,Mezzina,,,Irvington,7111,9,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,8/3/2021,10/3/2021,10/9/2022
NJSTRE1545714246,,Transition Incentive Program,Tucker,,,Sussex,7461,1,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,JCP&L,Accepted,9/10/2020,13/10/2020,30/04/2022
NJSTRE1546984378,,Transition Incentive Program,Gilkes,,,East Orange,7017,9,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,12/5/2021,14/05/2021,14/11/2022
NJSTRE1546662982,,Transition Incentive Program,Scott,,,Salem,8079,16,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,17/02/2021,19/02/2021,19/08/2022
NJSTRE1545732098,,Transition Incentive Program,Pohan,,,Sussex,7461,1,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,JCP&L,Accepted,14/10/2020,16/10/2020,30/04/2022
NJSTRE1546741457,,Transition Incentive Program,Nouvi,,,Irvington,7111,9,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,12/3/2021,15/03/2021,15/09/2022
NJSTRE1547137575,,Transition Incentive Program,Stewart,,,Phillipsburg,8865,2,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",JCP&L,Accepted,11/6/2021,15/06/2021,15/12/2022
NJSTRE1546553856,,Transition Incentive Program,Angulo,,,Hasbrouck Height,7604,7,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,27/01/2021,29/01/2021,29/07/2022
NJSTRE1545808694,,Transition Incentive Program,Ahmed,,,Paterson,7502,6,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,27/10/2020,29/10/2020,30/04/2022
NJSTRE1547009834,,Transition Incentive Program,Lederman,,,Montclair,7043,9,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,7/6/2021,21/06/2021,21/12/2022
NJSTRE1546777986,,Transition Incentive Program,Terrelonge,,,East Orange,7018,9,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,23/03/2021,25/03/2021,25/09/2022
NJSTRE1546842574,,Transition Incentive Program,Smith,,,Gloucester City,8030,14,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,5/4/2021,7/4/2021,7/10/2022
NJSTRE1546470095,,Transition Incentive Program,Chen,,,Bridgewater,8807,5,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,7/1/2021,8/1/2021,8/7/2022
NJSTRE1546484629,,Transition Incentive Program,Walder,,,Ewing,8638,12,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,8/1/2021,11/1/2021,11/7/2022
NJSTRE1546470061,,Transition Incentive Program,Lora-Ferrera,,,Camden,8104,14,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,7/1/2021,8/1/2021,8/7/2022
NJSTRE1545637797,,Transition Incentive Program,Sutton Jr,,,Newark,7108,9,,3.96,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,28/09/2020,30/09/2020,30/04/2022
NJSTRE1546557219,,Transition Incentive Program,Gaft,,,Berlin,8009,14,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,28/01/2021,1/2/2021,1/8/2022
NJSTRE1546636124,,Transition Incentive Program,Ahluwalia,,,Piscataway,8854,11,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,9/2/2021,10/2/2021,10/8/2022
NJSTRE1546741472,,Transition Incentive Program,Jackson,,,Trenton,8611,12,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,12/3/2021,15/03/2021,15/09/2022
NJSTRE1546984275,,Transition Incentive Program,Singh,,,Carteret,7008,11,,3.96,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,12/5/2021,14/05/2021,14/11/2022
NJSTRE1545478531,,Transition Incentive Program,MURPHY,,,HILLSIDE TWP,7205,10,,3.97,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,19/08/2020,21/08/2020,30/04/2022
NJSTRE1545222034,,Transition Incentive Program,Wills,,,Southampton Township,8088,13,,3.97,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun, Inc.",PSE&G,Accepted,26/06/2020,8/7/2020,30/04/2022
NJSTRE1545155186,,Transition Incentive Program,Situ,,,East Brunswick,8816,11,,3.97,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun, Inc.",PSE&G,Accepted,15/06/2020,18/06/2020,30/04/2022
NJSTRE1545685301,,Transition Incentive Program,Lewandowski,,,Collingswood,8108,14,,3.97,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,6/10/2020,8/10/2020,30/04/2022
NJSTRE1546808341,,Transition Incentive Program,DeStefano,,,Brigantine,8203,19,,4,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,"TerraSol Energies, Inc.",AC Electric,Accepted,31/03/2021,5/4/2021,5/10/2022
NJSTRE1546437849,,Transition Incentive Program,Sivasuthan,,,Ewing,8638,12,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,PSE&G,Accepted,4/1/2021,7/1/2021,7/7/2022
NJSTRE1547070596,,Transition Incentive Program,Tamascia,,,Atlantic City,8401,19,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,25/05/2021,27/05/2021,27/11/2022
NJSTRE1546911937,,Transition Incentive Program,Axilbund,,,Mays Landing,8330,19,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,23/04/2021,26/04/2021,26/10/2022
NJSTRE1547160692,,Transition Incentive Program,Pitre,,,Camden,8105,14,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,16/06/2021,18/06/2021,18/12/2022
NJSTRE1545387911,NJSRRE1544765008,Transition Incentive Program,shah,,,colonia,7067,10,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,PSE&G,Accepted,25/03/2020,30/03/2020,30/04/2022
NJSTRE1546767539,,Transition Incentive Program,Azie,,,Irvington,7111,9,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Pro Custom Solar dba Momentum Solar,PSE&G,Accepted,22/03/2021,23/03/2021,23/09/2022
NJSTRE1545580128,,Transition Incentive Program,Groves,,,Princeton,8540,12,,4.02,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,PSE&G,Accepted,12/9/2020,15/09/2020,30/04/2022
NJSTRE1547160664,,Transition Incentive Program,Moquete,,,Pennsauken,8109,14,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,16/06/2021,18/06/2021,18/12/2022
NJSTRE1545574723,,Transition Incentive Program,Pado,,,Perth amboy,8861,11,,4.02,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,PSE&G,Accepted,10/9/2020,14/09/2020,30/04/2022
NJSTRE1546902028,,Transition Incentive Program,Patwari,,,South Brunswick,8810,11,,4.02,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Infinity Solar Systems,PSE&G,Accepted,20/04/2021,22/04/2021,22/10/2022
NJSTRE1546917388,,Transition Incentive Program,Bonilla,,,Lindenwold,8021,14,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,26/04/2021,28/04/2021,28/10/2022
NJSTRE1547160730,,Transition Incentive Program,Kilrain,,,Point Pleasant,8742,18,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,JCP&L,Accepted,16/06/2021,18/06/2021,18/12/2022
NJSTRE1546779628,,Transition Incentive Program,Rodriguez,,,Rahway,7065,10,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Pro Custom Solar dba Momentum Solar,PSE&G,Accepted,24/03/2021,26/03/2021,26/09/2022
NJSTRE1547116342,,Transition Incentive Program,Yip,,,Jersey City,7304,8,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,7/6/2021,9/6/2021,9/12/2022
NJSTRE1547010594,,Transition Incentive Program,Jerez,,,Camden,8105,14,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,19/05/2021,21/05/2021,21/11/2022
NJSTRE1546255274,,Transition Incentive Program,Diaz,,,Bayonne,7002,8,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,PSE&G,Accepted,24/11/2020,30/11/2020,30/05/2022
NJSTRE1545278796,,Transition Incentive Program,Camilletti,,,Palmyra,8065,13,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,PSEG,Vision Solar LLC,PSE&G,Accepted,10/7/2020,16/07/2020,30/04/2022
NJSTRE1546050802,,Transition Incentive Program,Serrano,,,Millville,8332,20,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Freedom Forever New Jersey LLC,AC Electric,Accepted,29/11/2020,30/11/2020,30/05/2022
NJSTRE1545382967,NJSRRE1542412293,Transition Incentive Program,Alleyne,,,Plainfield,7063,10,,4.02,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",PSE&G,Eligible for TI Program,17/09/2019,19/09/2019,30/10/2021
NJSTRE1546634265,,Transition Incentive Program,Rivera,,,Oaklyn,8107,14,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,PSEG,Pro Custom Solar dba Momentum Solar,PSE&G,Accepted,8/2/2021,10/2/2021,10/8/2022
NJSTRE1545179060,,Transition Incentive Program,TOTH,,,Maplewood,7040,9,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Pro Custom Solar dba Momentum Solar,PSE&G,Accepted,22/06/2020,25/06/2020,30/04/2022
NJSTRE1547010062,,Transition Incentive Program,Williams,,,Scotch Plains,7076,10,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,19/05/2021,21/05/2021,21/11/2022
NJSTRE1546661168,,Transition Incentive Program,Llerena,,,Newark,7104,9,,4.02,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Pro Custom Solar dba Momentum Solar,PSE&G,Accepted,16/02/2021,18/02/2021,18/08/2022
NJSTRE1546925661,,Transition Incentive Program,Piccioni,,,Villas,8250,21,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,28/04/2021,30/04/2021,30/10/2022
NJSTRE1546719705,,Transition Incentive Program,Gibson,,,Gloucester City,8030,14,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Pro Custom Solar dba Momentum Solar,PSE&G,Accepted,8/3/2021,10/3/2021,10/9/2022
NJSTRE1547115976,,Transition Incentive Program,Martinez,,,Mays Landing,8330,19,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,AC Electric,Accepted,7/6/2021,9/6/2021,9/12/2022
NJSTRE1547137502,,Transition Incentive Program,Murphy,,,Willingboro,8046,13,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Posigen NJ LLC,PSE&G,Accepted,11/6/2021,15/06/2021,15/12/2022
NJSTRE1545478240,,Transition Incentive Program,Toxtli,,,Passaic,7055,6,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,RECO,Trinity Solar,PSE&G,Accepted,19/08/2020,21/08/2020,30/04/2022
NJSTRE1545613230,,Transition Incentive Program,Coville,,,Mountainside,7092,10,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,PSE&G,Accepted,18/09/2020,23/09/2020,30/04/2022
NJSTRE1546719561,,Transition Incentive Program,Brown,,,Cape May Court House,8210,21,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Pro Custom Solar dba Momentum Solar,AC Electric,Accepted,8/3/2021,10/3/2021,10/9/2022
NJSTRE1546034057,,Transition Incentive Program,Brooks,,,Irvington,7111,9,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,PSE&G,Accepted,12/11/2020,16/11/2020,16/05/2022
NJSTRE1546603847,,Transition Incentive Program,Diallo,,,Newark,7103,9,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Vision Solar LLC,PSE&G,Accepted,4/2/2021,11/2/2021,11/8/2022
NJSTRE1546977222,,Transition Incentive Program,Morales,,,Kearny,7032,8,,4.02,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Pro Custom Solar dba Momentum Solar,PSE&G,Accepted,10/5/2021,12/5/2021,12/11/2022
NJSTRE1545389121,NJSRRE1544844062,Transition Incentive Program,Ko,,,Perth Amboy,8861,11,,4.03,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",PSE&G,Eligible for TI Program,15/04/2020,22/04/2020,30/10/2021
NJSTRE1545275873,,Transition Incentive Program,MULLERO,,,TEANECK,7666,7,,4.03,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun, Inc.",PSE&G,Accepted,9/7/2020,15/07/2020,30/04/2022
NJSTRE1545018392,NJSRRE1544916513,Transition Incentive Program,Stretton,,,Long Valley,7853,3,,4.03,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",JCP&L,Accepted,27/05/2020 13:29,29/05/2020,30/04/2022
NJSTRE1545387382,NJSRRE1544331654,Transition Incentive Program,Mehring,,,Bloomfield,7003,9,,4.03,Residential,Behind the Meter,No,Behind the Meter,,None,"Sunrun Installation Services, Inc.",PSE&G,Eligible for TI Program,29/01/2020,3/2/2020,30/10/2021
NJSTRE1545772870,,Transition Incentive Program,Naclerio,,,Brigantine,8203,19,,4.03,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Bright Planet Solar,AC Electric,Accepted,20/10/2020,23/10/2020,30/04/2022
NJSTRE1545387208,NJSRRE1544441250,Transition Incentive Program,Prial,,,East Orange,7018,9,,4.03,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",PSE&G,Eligible for TI Program,12/2/2020,17/02/2020,30/10/2021
NJSTRE1545018329,NJSRRE1544906753,Transition Incentive Program,Colon,,,Cherry Hill,8002,14,,4.03,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,"Sunrun Installation Services, Inc.",PSE&G,Accepted,27/05/2020 13:30,28/05/2020,30/04/2022
NJSTRE1546406636,,Transition Incentive Program,Sekseni,,,Garfield City,7026,7,,4.03,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Bright Planet Solar,PSE&G,Accepted,22/12/2020,24/12/2020,24/06/2022
NJSTRE1545363754,NJSRRE1544636711,Transition Incentive Program,Hashem,,,Franklin Township,8528,5,,4.03,Residential,Behind the Meter,Yes,Net-metered residential rooftop and canopy,,None,Solar Energy World,PSE&G,Accepted,12/3/2020,17/03/2020,30/04/2022
NJSTRE1545383593,NJSRRE1542584437,Transition Incentive Program,Rosado,,,Piscataway,8854,11,,4.03,Residential,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Palmetto Solar LLC,PSE&G,Accepted,25/10/2019,29/10/2019,30/04/2022
NJSTRE1545387119,NJSRRE1544441358,Transition Incentive Program,Scharf,,,Highland Park,8904,11,,4.03,Residential,Behind the Meter,Yes,Behind the Meter,,None,"Sunrun Installation Services, Inc.",PSE&G,Eligible for TI Program,12/2/2020,17/02/2020,30/10/2021
